period,timestamp,minute,second,team_goals_before,opp_goals_before,team_id,team_name,player_id,player_name,shot_statsbomb_xg,shot_end_location,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,score_diff,scored,direction,pressure
2,00:29:23.694,74,23,3,1,217,Barcelona,5246,Luis Alberto Suárez Díaz,0.7835,"[120.0, 37.9, 1.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,2,1,Left,Medium
2,00:32:18.901,77,18,1,3,222,Villarreal,26192,Matías Ariel Fernández Fernández,0.7835,"[120.0, 36.0, 2.0]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-2,1,Left,Medium
2,00:20:15.005,65,15,0,2,974,Reading WFC,10251,Fara Williams,0.7835,"[120.0, 43.6, 0.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-2,1,Right,Medium
2,00:23:33.112,68,33,0,2,970,Yeovil Town LFC,15715,Ellie Mason,0.7835,"[119.0, 42.8, 0.5]",38,Left Foot,88,Penalty,100,Saved,93,Normal,,-2,0,Right,Medium
2,00:15:33.068,60,33,0,4,218,Real Betis,6832,Rubén Castro Martín,0.7835,"[118.3, 42.4, 1.3]",40,Right Foot,88,Penalty,100,Saved,93,Normal,"[{'location': [119.3, 40.3], 'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",-4,0,Right,Low
2,00:47:05.262,92,5,6,2,217,Barcelona,5246,Luis Alberto Suárez Díaz,0.7835,"[120.0, 43.1, 0.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,4,1,Right,Low
5,00:00:07.280,120,7,0,0,788,Morocco,3634,Abdelhamid Sabiri,0.7835,"[120.0, 43.0, 0.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Extreme
5,00:01:00.188,121,0,0,1,772,Spain,6720,Pablo Sarabia García,0.7835,"[120.0, 44.0, 0.2]",38,Left Foot,88,Penalty,99,Post,93,Normal,"[{'location': [119.5, 40.3], 'player': {'id': 6785, 'name': 'Yassine Bounou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",-1,0,Right,Extreme
5,00:01:51.058,121,51,1,0,788,Morocco,5237,Hakim Ziyech,0.7835,"[120.0, 40.0, 1.3]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,1,1,Centre,Extreme
5,00:02:44.048,122,44,0,2,772,Spain,6583,Carlos Soler Barragán,0.7835,"[119.4, 42.7, 0.7]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,-2,0,Right,Extreme
5,00:03:36.585,123,36,2,0,788,Morocco,67700,Badr Banoun,0.7835,"[119.3, 37.2, 0.1]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,2,0,Left,Extreme
5,00:04:31.109,124,31,0,2,772,Spain,5203,Sergio Busquets i Burgos,0.7835,"[119.6, 37.3, 0.5]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,-2,0,Left,Extreme
5,00:05:36.479,125,36,2,0,788,Morocco,5245,Achraf Hakimi Mouh,0.7835,"[120.0, 40.1, 0.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,2,1,Centre,Extreme
2,00:43:14.031,88,14,0,1,134,Rennes,5477,Ousmane Dembélé,0.7835,"[120.0, 43.3, 1.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Right,Extreme
1,00:10:00.283,10,0,0,0,1833,Canada,12365,Alphonso Davies,0.7835,"[119.5, 38.0, 0.2]",38,Left Foot,88,Penalty,100,Saved,93,Normal,,0,0,Left,Medium
2,00:11:09.686,56,9,0,2,176,Werder Bremen,11132,Claudio Miguel Pizarro Bossio,0.7835,"[118.8, 38.4, 0.2]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,-2,0,Left,Low
2,00:23:10.389,68,10,3,1,217,Barcelona,5246,Luis Alberto Suárez Díaz,0.7835,"[119.5, 38.8, 0.9]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,2,0,Centre,Medium
1,00:22:00.588,22,0,0,0,227,Napoli,5497,Gonzalo Gerardo Higuaín,0.7835,"[120.0, 43.0, 1.7]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Medium
1,00:11:09.445,11,9,1,0,220,Real Madrid,5207,Cristiano Ronaldo dos Santos Aveiro,0.7835,"[120.0, 36.8, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Left,Medium
1,00:12:55.165,12,55,1,1,220,Real Madrid,19729,Ruud van Nistelrooy,0.7835,"[120.0, 42.4, 0.1]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Medium
1,00:33:16.166,33,16,2,1,858,Sweden Women's,10215,Fridolina Rolfö,0.7835,"[120.0, 37.0, 0.4]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,1,1,Left,Medium
2,00:46:13.769,91,13,4,1,861,France Women's,10117,Sakina Karchaoui,0.7835,"[120.0, 43.3, 0.2]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,3,1,Right,Low
2,00:24:40.103,69,40,2,2,746,Manchester City WFC,4643,Georgia Stanway,0.7835,"[119.7, 38.5, 0.6]",40,Right Foot,88,Penalty,100,Saved,93,Normal,"[{'location': [119.9, 40.2], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0,0,Left,High
1,00:13:20.520,13,20,0,0,4976,South Africa,29367,Percy Tau,0.7835,"[120.0, 43.0, 0.2]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Medium
1,00:20:20.319,20,20,0,0,968,Arsenal WFC,15616,Kim Little,0.7835,"[119.0, 36.4, 1.6]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Medium
2,00:12:29.228,57,29,1,1,772,Spain,6766,Gerard Moreno Balaguero,0.7835,"[120.0, 36.0, 0.4]",38,Left Foot,88,Penalty,99,Post,93,Normal,"[{'location': [119.0, 39.3], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0,0,Left,High
1,00:15:26.506,15,26,0,0,209,Celta Vigo,5217,Iago Aspas Juncal,0.7835,"[120.0, 41.9, 0.9]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Medium
1,00:40:13.292,40,13,0,0,189,Ingolstadt,40464,Moritz Hartmann,0.7835,"[120.0, 36.7, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Medium
2,00:44:40.287,89,40,1,2,239,Fiorentina,7033,Nikola Kalinić,0.7835,"[119.1, 42.9, 0.5]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,-1,0,Right,Extreme
2,00:20:49.368,65,49,0,1,974,Reading WFC,10251,Fara Williams,0.7835,"[118.6, 38.6, 0.4]",40,Right Foot,88,Penalty,100,Saved,93,Normal,"[{'location': [118.8, 40.9], 'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",-1,0,Left,High
2,00:34:30.414,79,30,0,1,974,Reading WFC,10251,Fara Williams,0.7835,"[120.0, 37.2, 2.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,"[{'location': [119.0, 41.1], 'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",-1,1,Left,Extreme
2,00:27:40.760,72,40,0,2,774,Egypt,3531,Mohamed Salah,0.7835,"[120.0, 43.4, 2.4]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,-2,1,Right,Medium
1,00:37:22.315,37,22,0,0,1,Arsenal,15516,Thierry Henry,0.7835,"[120.0, 42.6, 0.1]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Medium
2,00:40:03.087,85,3,0,3,47,Middlesbrough,40252,Massimo Maccarone,0.7835,"[120.0, 37.3, 1.8]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-3,1,Left,Low
1,00:29:26.402,29,26,0,0,16802,Colombia Women's,403278,María Catalina Usme Pineda,0.7835,"[120.0, 37.1, 0.2]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Medium
2,00:08:07.335,53,7,2,0,858,Sweden Women's,10220,Kosovare Asllani,0.7835,"[120.0, 43.4, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,2,1,Right,Low
2,00:24:36.225,69,36,0,2,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,0.7835,"[119.2, 41.3, 0.9]",38,Left Foot,88,Penalty,100,Saved,93,Normal,,-2,0,Centre,Medium
2,00:29:55.457,74,55,1,2,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,0.7835,"[120.0, 43.7, 1.3]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Right,High
2,00:36:29.364,81,29,1,1,210,Real Sociedad,6690,Xabier Prieto Argarate,0.7835,"[120.0, 39.1, 1.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Centre,Extreme
2,00:02:08.066,47,8,0,1,212,Atlético Madrid,5487,Antoine Griezmann,0.7835,"[120.0, 40.3, 2.7]",38,Left Foot,88,Penalty,99,Post,93,Normal,,-1,0,Centre,High
5,00:00:00.777,120,0,1,1,220,Real Madrid,5200,Lucas Vázquez Iglesias,0.7835,"[120.0, 42.8, 0.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Extreme
5,00:00:43.053,120,43,1,2,212,Atlético Madrid,5487,Antoine Griezmann,0.7835,"[120.0, 38.0, 0.3]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Left,Extreme
5,00:01:21.168,121,21,2,2,220,Real Madrid,5552,Marcelo Vieira da Silva Júnior,0.7835,"[120.0, 43.6, 1.3]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Extreme
5,00:01:57.298,121,57,2,3,212,Atlético Madrid,6384,Gabriel Fernández Arenas,0.7835,"[120.0, 36.8, 2.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Left,Extreme
5,00:02:36.584,122,36,3,3,220,Real Madrid,6399,Gareth Frank Bale,0.7835,"[120.0, 43.6, 0.2]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Extreme
5,00:03:23.078,123,23,3,4,212,Atlético Madrid,6381,Saúl Ñíguez Esclapez,0.7835,"[120.0, 36.8, 0.1]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Left,Extreme
5,00:04:01.194,124,1,4,4,220,Real Madrid,5201,Sergio Ramos García,0.7835,"[120.0, 43.4, 0.4]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Extreme
5,00:04:32.142,124,32,4,5,212,Atlético Madrid,6375,Juan Francisco Torres Belén,0.7835,"[120.0, 36.0, 0.1]",40,Right Foot,88,Penalty,99,Post,93,Normal,,-1,0,Left,Extreme
5,00:05:12.509,125,12,5,4,220,Real Madrid,5207,Cristiano Ronaldo dos Santos Aveiro,0.7835,"[120.0, 42.6, 1.8]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Right,Extreme
1,00:40:21.243,40,21,1,0,140,Caen,3038,Andy Delort,0.7835,"[120.0, 43.7, 0.4]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Right,Medium
2,00:19:20.214,64,20,0,0,780,Portugal,5207,Cristiano Ronaldo dos Santos Aveiro,0.7835,"[120.0, 37.8, 1.6]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,High
1,00:40:33.684,40,33,1,0,139,Montpellier,2950,Jonas Martin,0.7835,"[120.0, 36.6, 0.6]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Left,Medium
1,00:30:20.372,30,20,0,1,974,Reading WFC,10251,Fara Williams,0.7835,"[120.0, 37.1, 1.8]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Left,Medium
2,00:31:00.707,76,0,1,5,1683,Carpi,7696,Ryder Matos Santos,0.7835,"[119.3, 42.2, 0.3]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,-4,0,Right,Low
2,00:16:15.599,61,15,1,2,7284,Bengaluru,124748,Sunil Chhetri,0.7835,"[119.5, 36.9, 0.8]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,-1,0,Left,High
2,00:43:44.542,88,44,0,1,857,Germany Women's,15178,Alexandra Popp,0.7835,"[120.0, 40.2, 0.2]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Centre,Extreme
2,00:47:13.879,92,13,1,3,904,Bayer Leverkusen,7039,Hakan Çalhanoğlu,0.7835,"[120.0, 42.8, 0.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-2,1,Right,Medium
2,00:05:17.415,50,17,1,0,858,Sweden Women's,62666,Ingrid Filippa Angeldal,0.7835,"[120.0, 36.7, 0.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Left,High
2,00:30:38.423,75,38,0,2,1210,Japan Women's,401930,Riko Ueki,0.7835,"[120.0, 39.6, 2.8]",40,Right Foot,88,Penalty,99,Post,93,Normal,"[{'location': [119.2, 40.1], 'player': {'id': 62713, 'name': 'Zecira Musovic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",-2,0,Centre,Medium
2,00:21:30.866,66,30,0,1,290,Empoli,7150,Riccardo Saponara,0.7835,"[118.5, 39.2, 0.2]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,-1,0,Centre,High
1,00:28:44.317,28,44,0,0,226,Hellas Verona,20252,Luca Toni,0.7835,"[119.3, 37.4, 0.2]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,0,0,Left,Medium
2,00:25:54.505,70,54,0,2,231,Chievo,8644,Sergio Pellissier,0.7835,"[120.0, 43.4, 0.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-2,1,Right,Medium
1,00:23:13.154,23,13,0,0,220,Real Madrid,5207,Cristiano Ronaldo dos Santos Aveiro,0.7835,"[120.0, 41.5, 5.3]",40,Right Foot,88,Penalty,98,Off T,93,Normal,"[{'location': [119.3, 40.0], 'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0,0,Right,Medium
1,00:41:45.915,41,45,0,0,220,Real Madrid,5207,Cristiano Ronaldo dos Santos Aveiro,0.7835,"[120.0, 43.8, 0.7]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Medium
1,00:34:08.348,34,8,1,0,25,Southampton,3328,James Ward-Prowse,0.7835,"[120.0, 36.7, 0.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Left,Medium
2,00:02:50.947,47,50,0,1,208,Las Palmas,6930,Jonathan Calleri,0.7835,"[120.0, 43.5, 2.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Right,High
2,00:04:20.148,49,20,1,0,130,Toulouse,6723,Wissam Ben Yedder,0.7835,"[120.0, 43.4, 0.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Right,High
2,00:40:59.923,85,59,2,0,130,Toulouse,4447,Martin Braithwaite Christensen,0.7835,"[120.0, 36.4, 1.9]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,2,1,Left,Medium
2,00:24:18.759,69,18,0,1,238,Inter Milan,6987,Mauro Emanuel Icardi Rivero,0.7835,"[120.0, 44.2, 1.3]",40,Right Foot,88,Penalty,99,Post,93,Normal,"[{'location': [118.9, 40.7], 'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",-1,0,Right,High
2,00:26:15.619,71,15,0,1,226,Hellas Verona,6686,Giampaolo Pazzini,0.7835,"[120.0, 43.8, 0.8]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Right,High
1,00:08:35.499,8,35,0,0,228,Atalanta,36770,Mauricio Ricardo Pinilla Ferreira,0.7835,"[119.2, 37.6, 0.5]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,0,0,Left,Medium
1,00:14:02.622,14,2,0,0,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,0.7835,"[120.0, 38.4, 0.2]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Medium
2,00:40:14.035,85,14,1,1,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,0.7835,"[119.5, 42.3, 0.9]",38,Left Foot,88,Penalty,100,Saved,93,Normal,"[{'location': [119.4, 40.3], 'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0,0,Right,Extreme
2,00:16:42.743,61,42,0,1,3565,Ecuador,28559,Enner Remberto Valencia Lastra,0.7835,"[120.0, 36.1, 0.2]",40,Right Foot,88,Penalty,99,Post,93,Normal,"[{'location': [119.7, 40.0], 'player': {'id': 6909, 'name': 'Damián Emiliano Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",-1,0,Left,High
5,00:00:43.858,120,43,1,1,779,Argentina,5503,Lionel Andrés Messi Cuccittini,0.7835,"[120.0, 39.2, 2.9]",38,Left Foot,88,Penalty,99,Post,93,Normal,"[{'location': [119.7, 40.3], 'player': {'id': 32677, 'name': 'Alexander Domínguez Carabalí'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0,0,Centre,Extreme
5,00:01:43.306,121,43,1,1,3565,Ecuador,28511,Ángel Israel Mena Delgado,0.7835,"[119.0, 42.7, 1.1]",38,Left Foot,88,Penalty,100,Saved,93,Normal,,0,0,Right,Extreme
5,00:02:28.610,122,28,1,1,779,Argentina,29560,Julián Álvarez,0.7835,"[120.0, 43.3, 2.1]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Extreme
5,00:03:17.762,123,17,1,2,3565,Ecuador,123625,Alan Steve Minda García,0.7835,"[119.3, 37.9, 1.2]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,-1,0,Left,Extreme
5,00:04:16.089,124,16,2,1,779,Argentina,27886,Alexis Mac Allister,0.7835,"[120.0, 43.6, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Right,Extreme
5,00:04:56.985,124,56,1,3,3565,Ecuador,21131,John Yeboah Zamora,0.7835,"[120.0, 43.4, 2.0]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,-2,1,Right,Extreme
5,00:05:37.757,125,37,3,2,779,Argentina,28263,Gonzalo Ariel Montiel,0.7835,"[120.0, 42.8, 0.4]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Right,Extreme
5,00:06:35.455,126,35,2,4,3565,Ecuador,123554,Jordy Josué Caicedo Medina,0.7835,"[120.0, 38.8, 1.1]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-2,1,Centre,Extreme
5,00:07:19.845,127,19,4,3,779,Argentina,3090,Nicolás Hernán Otamendi,0.7835,"[120.0, 37.0, 0.0]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Left,Extreme
2,00:35:09.903,80,9,0,0,217,Barcelona,25879,Ronaldo de Assis Moreira,0.7835,"[120.0, 36.4, 2.4]",40,Right Foot,88,Penalty,97,Goal,93,Normal,"[{'location': [119.5, 39.7], 'player': {'id': 26460, 'name': 'Francesc Arnau'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0,1,Left,Extreme
1,00:25:29.968,25,29,2,0,224,Juventus,5743,Paulo Bruno Exequiel Dybala,0.7835,"[120.0, 37.0, 0.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,2,1,Left,Low
2,00:12:55.029,57,55,2,0,177,FSV Mainz 05,8679,Yunus Mallı,0.7835,"[120.0, 36.5, 1.4]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,2,1,Left,Low
2,00:28:44.335,73,44,0,1,1683,Carpi,15415,Matteo Mancosu,0.7835,"[120.0, 37.8, 1.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Left,High
2,00:05:58.720,50,58,0,4,172,Augsburg,8237,Paul Verhaegh,0.7835,"[120.0, 36.6, 0.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-4,1,Left,Low
2,00:29:02.141,74,2,1,4,172,Augsburg,8237,Paul Verhaegh,0.7835,"[120.0, 37.3, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-3,1,Left,Low
2,00:07:50.088,52,50,0,1,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,0.7835,"[120.0, 42.1, 0.8]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Right,High
1,00:29:44.957,29,44,1,0,231,Chievo,7045,Valter Birsa,0.7835,"[118.8, 38.2, 0.2]",38,Left Foot,88,Penalty,100,Saved,93,Normal,,1,0,Left,Medium
2,00:20:11.003,65,11,1,2,181,Schalke 04,8060,Klaas-Jan Huntelaar,0.7835,"[120.0, 43.1, 0.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Right,High
1,00:34:50.533,34,50,0,1,777,Tunisia,5650,Ferjani Sassi,0.7835,"[119.0, 36.4, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Left,Medium
2,00:31:59.094,76,59,0,0,241,Torino,8193,Maximiliano Gastón López,0.7835,"[119.3, 43.4, 0.4]",40,Right Foot,88,Penalty,100,Saved,93,Normal,,0,0,Right,Extreme
2,00:48:26.672,93,26,1,0,137,Lyon,3451,Alexandre Lacazette,0.7835,"[120.0, 42.8, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Right,High
2,00:04:00.815,49,0,0,2,25,Southampton,3629,Sadio Mané,0.7835,"[119.1, 36.8, 1.3]",40,Right Foot,88,Penalty,100,Saved,93,Normal,"[{'location': [119.2, 40.4], 'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",-2,0,Left,Low
1,00:25:51.463,25,51,0,0,1049,Granada,27109,Youssef El-Arabi,0.7835,"[120.0, 43.5, 0.8]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Medium
2,00:04:29.676,49,29,2,0,213,Sevilla,5504,Éver Maximiliano David Banega,0.7835,"[120.0, 38.0, 0.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,2,1,Left,Low
2,00:14:42.117,59,42,3,0,213,Sevilla,6401,Kevin Gameiro,0.7835,"[120.0, 37.3, 0.1]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,3,1,Left,Low
2,00:35:04.945,80,4,4,0,213,Sevilla,8523,Yevhen Konoplyanka,0.7835,"[120.0, 37.1, 1.0]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,4,1,Left,Low
2,00:14:11.739,59,11,3,0,131,Paris Saint-Germain,3009,Kylian Mbappé Lottin,0.7835,"[120.0, 43.7, 0.2]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,3,1,Right,Low
1,00:36:03.763,36,3,0,0,971,Chelsea FCW,10395,Maren Nævdal Mjelde,0.7835,"[120.0, 43.1, 0.5]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Medium
2,00:27:18.542,72,18,0,2,746,Manchester City WFC,15570,Chloe Kelly,0.7835,"[120.0, 42.6, 2.1]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-2,1,Right,Medium
2,00:36:16.200,81,16,3,1,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,0.7835,"[120.0, 41.1, 2.2]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,2,1,Centre,Medium
1,00:30:33.618,30,33,1,0,971,Chelsea FCW,10395,Maren Nævdal Mjelde,0.7835,"[120.0, 43.5, 2.0]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,1,1,Right,Medium
1,00:32:13.205,32,13,0,0,175,Hoffenheim,8215,Kevin Volland,0.7835,"[120.0, 38.2, 0.0]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Medium
1,00:48:35.230,48,35,0,1,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,0.7835,"[119.1, 37.6, 1.0]",38,Left Foot,88,Penalty,100,Saved,93,Normal,,-1,0,Left,High
5,00:00:04.750,120,4,0,0,4924,Cape Verde Islands,7900,Tiago Manuel Dias Correia,0.7835,"[119.5, 36.9, 0.7]",40,Right Foot,88,Penalty,100,Saved,93,Normal,"[{'location': [119.6, 39.7], 'player': {'id': 66721, 'name': 'Ronwen Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0,0,Left,Extreme
5,00:01:09.935,121,9,0,0,4976,South Africa,66716,Teboho Mokoena,0.7835,"[120.0, 37.7, 2.0]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Extreme
5,00:02:00.612,122,0,0,1,4924,Cape Verde Islands,28413,Willy Afonso Semedo Johnson,0.7835,"[119.5, 37.0, 1.2]",40,Right Foot,88,Penalty,100,Saved,93,Normal,"[{'location': [119.5, 39.4], 'player': {'id': 66721, 'name': 'Ronwen Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",-1,0,Left,Extreme
5,00:03:01.013,123,1,1,0,4976,South Africa,64607,Zakhele Lerato Lepasa,0.7835,"[120.0, 40.5, 2.8]",40,Right Foot,88,Penalty,99,Post,93,Normal,"[{'location': [120.0, 40.3], 'player': {'id': 105932, 'name': 'Josimar José Évora Dias'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",1,0,Centre,Extreme
5,00:03:58.148,123,58,0,1,4924,Cape Verde Islands,21173,Laros Duarte,0.7835,"[119.5, 37.1, 0.9]",40,Right Foot,88,Penalty,100,Saved,93,Normal,"[{'location': [119.3, 40.0], 'player': {'id': 66721, 'name': 'Ronwen Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",-1,0,Left,Extreme
5,00:05:08.679,125,8,1,0,4976,South Africa,65733,Aubrey Maphosa Modiba,0.7835,"[119.0, 42.6, 0.0]",38,Left Foot,88,Penalty,100,Saved,93,Normal,,1,0,Right,Extreme
5,00:06:18.343,126,18,0,1,4924,Cape Verde Islands,32868,Bryan Silva Teixera,0.7835,"[120.0, 43.2, 1.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,-1,1,Right,Extreme
5,00:07:23.444,127,23,1,1,4976,South Africa,65732,Mothobi Mvala,0.7835,"[120.0, 38.5, 1.3]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Left,Extreme
5,00:08:27.331,128,27,1,2,4924,Cape Verde Islands,50968,Erickson Patrick Correia Andrade,0.7835,"[119.6, 42.8, 1.2]",38,Left Foot,88,Penalty,100,Saved,93,Normal,"[{'location': [119.4, 40.1], 'player': {'id': 66721, 'name': 'Ronwen Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",-1,0,Right,Extreme
1,00:19:10.148,19,10,0,0,175,Hoffenheim,5460,Andrej Kramarić,0.7835,"[120.0, 43.1, 0.9]",40,Right Foot,88,Penalty,97,Goal,93,Normal,,0,1,Right,Medium
1,00:29:34.579,29,34,0,2,171,Hamburger SV,8308,Aaron Hunt,0.7835,"[120.0, 39.8, 0.0]",38,Left Foot,88,Penalty,97,Goal,93,Normal,,-2,1,Centre,Low
